Time,Speed_des,Speed,Duty_Cycle,Position
62.58,1.0,1.01,3.33,-3.56
62.68,1.0,1.02,3.33,-3.53
62.77,1.0,1.02,3.33,-3.56
62.87,1.0,1.02,3.33,-3.53
62.97,1.0,1.03,3.33,-3.56
63.07,1.0,1.03,3.33,-3.53
63.17,1.0,1.04,3.33,-3.53
63.27,1.0,1.04,3.33,-3.53
63.37,1.0,1.04,3.33,-3.56
63.47,1.0,1.05,3.33,-3.56
63.56,1.0,1.04,3.33,-3.56
94.03,1.0,1.05,3.33,-3.56
93.74,1.0,1.02,3.33,-3.53
93.83,1.0,1.03,3.33,-3.53
93.93,1.0,1.03,3.33,-3.53
94.03,1.0,1.05,3.33,-3.56
94.13,1.0,1.05,3.33,-3.56
94.23,1.0,1.04,3.33,-3.56
94.33,1.0,1.05,3.33,-3.53
94.43,1.0,1.05,3.33,-3.56
94.53,1.0,1.06,3.33,-3.56
94.62,1.0,1.05,3.33,-3.56
94.72,1.0,1.06,3.33,-3.56
94.82,1.0,1.05,3.33,-3.56
94.92,1.0,1.05,3.33,-3.56
95.02,1.0,1.03,3.33,-3.53
95.12,1.0,1.04,3.33,-3.56
95.22,1.0,1.03,3.33,-3.53
95.31,1.0,1.04,3.33,-3.56
95.41,1.0,1.03,3.33,-3.53
95.51,1.0,1.03,3.33,-3.56
95.61,1.0,1.01,3.33,-3.53
95.71,1.0,1.02,3.33,-3.56
95.81,1.0,1.03,3.33,-3.56
95.9,1.0,1.03,3.33,-3.56
96.0,1.0,1.03,3.33,-3.53
96.1,1.0,1.02,3.33,-3.53
96.2,1.0,1.03,3.33,-3.53
96.3,1.0,1.02,3.33,-3.53
96.4,1.0,1.02,3.33,-3.53
96.5,1.0,1.0,3.33,-3.53
96.59,1.0,1.03,3.33,-3.56
96.69,1.0,1.01,3.33,-3.53
96.79,1.0,1.0,3.33,-3.53
96.89,1.0,0.99,3.33,-3.53
96.99,1.0,1.0,3.33,-3.56
97.09,1.0,1.0,3.33,-3.56
97.19,1.0,0.98,3.33,-3.53
97.29,1.0,0.98,3.33,-3.53
97.38,1.0,0.97,3.33,-3.56
97.48,1.0,0.98,3.33,-3.53
97.58,1.0,0.96,3.33,-3.53
97.68,1.0,0.98,3.33,-3.53
97.78,1.0,1.0,3.33,-3.56
97.88,1.0,0.99,3.33,-3.56
97.98,1.0,0.99,3.33,-3.53
98.07,1.0,1.01,3.33,-3.53
98.17,1.0,1.01,3.33,-3.53
98.27,1.0,1.03,3.33,-3.53
98.37,1.0,1.02,3.33,-3.56
98.47,1.0,1.03,3.33,-3.53
98.57,1.0,1.03,3.33,-3.56
98.67,1.0,1.03,3.33,-3.56
98.76,1.0,1.02,3.33,-3.53
98.86,1.0,1.02,3.33,-3.56
98.96,1.0,1.03,3.33,-3.56
99.06,1.0,1.01,3.33,-3.53
99.16,1.0,1.02,3.33,-3.56
99.26,1.0,1.0,3.33,-3.53
99.36,1.0,1.01,3.33,-3.56
99.45,1.0,1.0,3.33,-3.53
99.55,1.0,1.01,3.33,-3.56
99.65,1.0,1.01,3.33,-3.53
99.75,1.0,1.02,3.33,-3.56
99.85,1.0,1.02,3.33,-3.56
99.95,1.0,1.02,3.33,-3.56
100.05,1.0,1.02,3.33,-3.53
100.15,1.0,1.02,3.33,-3.53
100.25,1.0,1.08,3.33,-3.53
100.34,1.0,1.1,3.33,-3.53
100.44,1.0,1.1,3.33,-3.53
100.54,1.0,1.09,3.33,-3.53
100.64,1.0,1.1,3.33,-3.56
100.74,1.0,1.08,3.33,-3.56
100.84,1.0,1.11,3.33,-3.53
100.93,1.0,1.09,3.33,-3.56
101.03,1.0,1.09,3.33,-3.53
101.13,1.0,1.09,3.33,-3.56
101.23,1.0,1.03,3.33,-3.53
101.33,1.0,1.04,3.33,-3.53
101.43,1.0,1.04,3.33,-3.53
101.53,1.0,1.05,3.33,-3.53
101.63,1.0,1.06,3.33,-3.53
101.72,1.0,1.06,3.33,-3.56
101.82,1.0,1.06,3.33,-3.53
101.92,1.0,1.08,3.33,-3.53
102.02,1.0,1.07,3.33,-3.56
102.12,1.0,1.1,3.33,-3.56
102.22,1.0,1.09,3.33,-3.56
102.31,1.0,1.07,3.33,-3.56
102.41,1.0,1.07,3.33,-3.56
102.51,1.0,1.06,3.33,-3.53
102.61,1.0,1.06,3.33,-3.56
102.71,1.0,1.04,3.33,-3.53
102.81,1.0,1.05,3.33,-3.56
102.9,1.0,1.03,3.33,-3.53
103.0,1.0,1.03,3.33,-3.56
103.1,1.0,1.01,3.33,-3.53
103.2,1.0,1.01,3.33,-3.53
103.3,1.0,1.01,3.33,-3.56
103.4,1.0,1.04,3.33,-3.53
103.5,1.0,1.09,3.33,-3.56
103.6,1.0,1.07,3.33,-3.53
103.69,1.0,1.09,3.33,-3.56
103.79,1.0,1.07,3.33,-3.56
103.89,1.0,1.09,3.33,-3.56
103.99,1.0,1.09,3.33,-3.53
104.09,1.0,1.07,3.33,-3.53
104.19,1.0,1.08,3.33,-3.56
104.29,1.0,1.06,3.33,-3.56
104.38,1.0,1.03,3.33,-3.53
104.48,1.0,0.97,3.33,-3.53
104.58,1.0,0.98,3.33,-3.56
104.68,1.0,0.98,3.33,-3.56
104.78,1.0,0.97,3.33,-3.53
104.88,1.0,0.97,3.33,-3.56
104.98,1.0,0.97,3.33,-3.56
105.07,1.0,0.97,3.33,-3.53
105.17,1.0,0.98,3.33,-3.56
105.27,1.0,0.98,3.33,-3.53
105.37,1.0,0.98,3.33,-3.53
105.47,1.0,1.0,3.33,-3.53
105.57,1.0,1.0,3.33,-3.56
105.66,1.0,1.0,3.33,-3.56
105.76,1.0,1.01,3.33,-3.56
105.86,1.0,1.01,3.33,-3.56
105.96,1.0,1.01,3.33,-3.53
106.06,1.0,1.01,3.33,-3.53
106.16,1.0,1.0,3.33,-3.56
106.26,1.0,1.01,3.33,-3.53
106.36,1.0,1.02,3.33,-3.56
106.45,1.0,1.0,3.33,-3.56
106.55,1.0,1.0,3.33,-3.53
106.65,1.0,1.0,3.33,-3.56
106.75,1.0,1.0,3.33,-3.53
106.85,1.0,1.0,3.33,-3.56
106.95,1.0,1.01,3.33,-3.56
107.05,1.0,1.02,3.33,-3.53
107.14,1.0,1.02,3.33,-3.53
107.24,1.0,1.02,3.33,-3.56
107.34,1.0,1.03,3.33,-3.53
107.44,1.0,1.04,3.33,-3.56
107.54,1.0,1.05,3.33,-3.56
107.64,1.0,1.04,3.33,-3.56
107.74,1.0,1.05,3.33,-3.53
107.83,1.0,1.05,3.33,-3.56
107.93,1.0,1.05,3.33,-3.56
108.03,1.0,1.03,3.33,-3.53
108.13,1.0,1.04,3.33,-3.56
108.23,1.0,1.04,3.33,-3.53
108.33,1.0,1.01,3.33,-3.53
108.43,1.0,1.03,3.33,-3.56
108.52,1.0,1.02,3.33,-3.53
108.62,1.0,1.02,3.33,-3.56
108.72,1.0,1.0,3.33,-3.53
108.82,1.0,1.02,3.33,-3.56
108.92,1.0,1.02,3.33,-3.56
109.02,1.0,1.03,3.33,-3.53
109.11,1.0,1.03,3.33,-3.56
109.21,1.0,1.04,3.33,-3.56
109.31,1.0,1.05,3.33,-3.56
109.41,1.0,1.03,3.33,-3.53
109.51,1.0,1.03,3.33,-3.53
109.61,1.0,1.03,3.33,-3.56
109.71,1.0,1.06,3.33,-3.56
109.8,1.0,1.03,3.33,-3.56
109.9,1.0,1.02,3.33,-3.53
110.0,1.0,1.03,3.33,-3.53
110.1,1.0,1.01,3.33,-3.53
110.2,1.0,1.01,3.33,-3.53
110.3,1.0,1.01,3.33,-3.56
110.4,1.0,1.01,3.33,-3.53
110.5,1.0,1.06,3.33,-3.53
110.59,1.0,1.06,3.33,-3.56
110.69,1.0,1.03,3.33,-3.53
110.79,1.0,1.08,3.33,-3.53
110.89,1.0,1.08,3.33,-3.56
110.99,1.0,1.07,3.33,-3.56
111.09,1.0,1.06,3.33,-3.56
111.19,1.0,1.07,3.33,-3.53
111.28,1.0,1.08,3.33,-3.56
111.38,1.0,1.07,3.33,-3.53
111.48,1.0,1.04,3.33,-3.53
111.58,1.0,1.03,3.33,-3.56
111.68,1.0,1.03,3.33,-3.53
111.78,1.0,1.02,3.33,-3.53
111.87,1.0,1.02,3.33,-3.56
111.97,1.0,1.01,3.33,-3.56
112.07,1.0,1.02,3.33,-3.56
112.17,1.0,1.01,3.33,-3.53
112.27,1.0,1.0,3.33,-3.56
112.37,1.0,1.01,3.33,-3.56
112.47,1.0,1.0,3.33,-3.53
112.56,1.0,1.0,3.33,-3.56
112.66,1.0,1.04,3.33,-3.53
112.76,1.0,1.0,3.33,-3.53
112.86,1.0,1.01,3.33,-3.53
112.96,1.0,1.03,3.33,-3.53
113.06,1.0,1.03,3.33,-3.53
113.16,1.0,1.03,3.33,-3.56
113.25,1.0,1.03,3.33,-3.53
113.35,1.0,1.03,3.33,-3.51
113.45,1.0,1.02,3.33,-3.51
113.55,1.0,1.03,3.33,-3.51
113.65,1.0,1.0,3.33,-3.48
113.75,1.0,1.01,3.33,-3.51
113.85,1.0,1.0,3.33,-3.51
143.81,1.0,1.02,3.33,-3.53
143.91,1.0,1.03,3.33,-3.56
144.01,1.0,1.03,3.33,-3.53
71.0,1.0,1.02,3.33,-3.56
143.81,1.0,1.02,3.33,-3.53
143.91,1.0,1.03,3.33,-3.56
144.01,1.0,1.03,3.33,-3.53
71.0,1.0,1.02,3.33,-3.56
143.81,1.0,1.02,3.33,-3.53
143.91,1.0,1.03,3.33,-3.56
144.01,1.0,1.03,3.33,-3.53
144.1,1.0,1.03,3.33,-3.56
144.2,1.0,1.03,3.33,-3.53
144.3,1.0,1.04,3.33,-3.56
144.4,1.0,1.03,3.33,-3.53
144.5,1.0,1.05,3.33,-3.56
144.6,1.0,1.03,3.33,-3.53
144.7,1.0,1.04,3.33,-3.56
144.79,1.0,1.03,3.33,-3.53
144.89,1.0,1.03,3.33,-3.56
144.99,1.0,1.03,3.33,-3.53
145.09,1.0,1.03,3.33,-3.56
145.19,1.0,1.02,3.33,-3.53
145.29,1.0,1.01,3.33,-3.53
145.39,1.0,1.02,3.33,-3.56
145.49,1.0,1.0,3.33,-3.53
145.58,1.0,1.02,3.33,-3.56
145.68,1.0,1.01,3.33,-3.53
145.78,1.0,1.03,3.33,-3.56
145.88,1.0,1.03,3.33,-3.56
145.98,1.0,1.03,3.33,-3.53
146.08,1.0,1.03,3.33,-3.56
146.17,1.0,1.03,3.33,-3.53
146.27,1.0,1.04,3.33,-3.56
146.37,1.0,1.03,3.33,-3.56
146.47,1.0,1.03,3.33,-3.53
146.57,1.0,1.06,3.33,-3.53
146.67,1.0,1.05,3.33,-3.53
146.76,1.0,1.07,3.33,-3.53
146.86,1.0,1.39,3.33,-3.53
146.96,1.0,2.14,3.33,-3.53
147.06,1.0,2.12,3.33,-3.53
147.16,1.0,2.12,3.33,-3.53
147.26,1.0,2.13,3.33,-3.53
147.36,1.0,2.12,3.33,-3.53
147.46,1.0,2.14,3.33,-3.56
147.55,1.0,2.08,3.33,-3.56
147.65,1.0,2.14,3.33,-3.56
147.75,1.0,2.09,3.33,-3.56
147.85,1.0,1.93,3.33,-3.56
147.95,1.0,1.18,3.33,-3.53
148.05,1.0,1.19,3.33,-3.56
148.15,1.0,1.21,3.33,-3.53
148.24,1.0,1.18,3.33,-3.53
148.34,1.0,1.19,3.33,-3.56
148.44,1.0,1.18,3.33,-3.56
148.54,1.0,1.19,3.33,-3.53
148.64,1.0,1.15,3.33,-3.56
148.74,1.0,1.17,3.33,-3.56
148.84,1.0,0.99,3.33,-3.56
148.94,1.0,1.0,3.33,-3.56
149.03,1.0,0.99,3.33,-3.56
149.13,1.0,0.98,3.33,-3.53
149.23,1.0,0.99,3.33,-3.56
149.33,1.0,1.0,3.33,-3.53
149.43,1.0,0.99,3.33,-3.56
149.52,1.0,0.99,3.33,-3.56
149.62,1.0,0.99,3.33,-3.53
149.72,1.0,0.98,3.33,-3.56
149.82,1.0,1.0,3.33,-3.56
149.92,1.0,0.99,3.33,-3.53
150.02,1.0,1.0,3.33,-3.56
150.12,1.0,1.0,3.33,-3.53
150.21,1.0,1.0,3.33,-3.53
150.31,1.0,1.0,3.33,-3.56
150.41,1.0,0.99,3.33,-3.53
150.51,1.0,1.0,3.33,-3.53
150.61,1.0,1.0,3.33,-3.53
150.71,1.0,1.0,3.33,-3.53
150.81,1.0,0.99,3.33,-3.56
150.91,1.0,1.0,3.33,-3.53
151.0,1.0,1.0,3.33,-3.53
151.1,1.0,1.0,3.33,-3.53
151.2,1.0,1.01,3.33,-3.53
151.3,1.0,1.01,3.33,-3.56
151.4,1.0,1.02,3.33,-3.56
151.5,1.0,1.02,3.33,-3.56
151.6,1.0,1.03,3.33,-3.53
151.69,1.0,1.02,3.33,-3.56
151.79,1.0,1.03,3.33,-3.53
151.89,1.0,1.03,3.33,-3.56
151.99,1.0,1.04,3.33,-3.53
152.09,1.0,1.04,3.33,-3.53
152.19,1.0,1.03,3.33,-3.56
152.29,1.0,1.05,3.33,-3.53
152.38,1.0,1.03,3.33,-3.53
152.48,1.0,1.05,3.33,-3.53
152.58,1.0,1.03,3.33,-3.56
152.68,1.0,1.04,3.33,-3.56
152.78,1.0,1.04,3.33,-3.53
152.88,1.0,1.05,3.33,-3.56
152.97,1.0,1.03,3.33,-3.53
153.07,1.0,1.04,3.33,-3.56
153.17,1.0,1.06,3.33,-3.56
153.27,1.0,1.04,3.33,-3.53
153.37,1.0,1.06,3.33,-3.56
153.47,1.0,1.04,3.33,-3.53
153.57,1.0,1.06,3.33,-3.56
153.66,1.0,1.04,3.33,-3.53
153.76,1.0,1.06,3.33,-3.56
153.86,1.0,1.04,3.33,-3.53
153.96,1.0,1.04,3.33,-3.56
154.06,1.0,1.03,3.33,-3.53
154.16,1.0,1.03,3.33,-3.56
154.26,1.0,1.03,3.33,-3.53
154.36,1.0,1.03,3.33,-3.56
154.45,1.0,1.03,3.33,-3.53
154.55,1.0,1.02,3.33,-3.56
154.65,1.0,1.03,3.33,-3.53
154.75,1.0,1.01,3.33,-3.53
154.85,1.0,1.03,3.33,-3.53
154.95,1.0,1.02,3.33,-3.53
155.05,1.0,1.03,3.33,-3.56
155.14,1.0,1.01,3.33,-3.56
155.24,1.0,1.02,3.33,-3.56
155.34,1.0,1.01,3.33,-3.53
155.44,1.0,1.03,3.33,-3.56
155.54,1.0,1.01,3.33,-3.53
155.64,1.0,1.0,3.33,-3.53
155.73,1.0,1.02,3.33,-3.56
155.83,1.0,1.0,3.33,-3.53
155.93,1.0,1.0,3.33,-3.53
156.03,1.0,1.0,3.33,-3.56
156.13,1.0,1.0,3.33,-3.53
156.23,1.0,0.99,3.33,-3.53
156.33,1.0,0.99,3.33,-3.53
156.42,1.0,0.98,3.33,-3.56
156.52,1.0,0.99,3.33,-3.53
156.62,1.0,1.01,3.33,-3.53
156.72,1.0,0.99,3.33,-3.53
156.82,1.0,1.0,3.33,-3.53
156.92,1.0,1.0,3.33,-3.56
157.02,1.0,1.0,3.33,-3.53
157.11,1.0,1.01,3.33,-3.53
157.21,1.0,1.01,3.33,-3.56
157.31,1.0,1.02,3.33,-3.53
157.41,1.0,1.02,3.33,-3.56
157.51,1.0,1.01,3.33,-3.53
157.61,1.0,1.01,3.33,-3.53
157.71,1.0,1.01,3.33,-3.56
157.8,1.0,1.01,3.33,-3.53
157.9,1.0,1.01,3.33,-3.56
158.0,1.0,1.01,3.33,-3.56
158.1,1.0,1.0,3.33,-3.53
158.2,1.0,1.0,3.33,-3.56
158.3,1.0,1.01,3.33,-3.53
158.4,1.0,1.01,3.33,-3.56
158.5,1.0,1.01,3.33,-3.53
158.59,1.0,1.01,3.33,-3.56
158.69,1.0,1.01,3.33,-3.53
158.79,1.0,1.02,3.33,-3.56
158.89,1.0,1.02,3.33,-3.53
158.99,1.0,1.03,3.33,-3.56
159.09,1.0,1.03,3.33,-3.53
159.18,1.0,1.04,3.33,-3.56
159.28,1.0,1.03,3.33,-3.53
159.38,1.0,1.04,3.33,-3.56
159.48,1.0,1.03,3.33,-3.56
159.58,1.0,1.03,3.33,-3.56
159.68,1.0,1.04,3.33,-3.56
159.77,1.0,1.15,3.33,-3.56
159.87,1.0,1.15,3.33,-3.53
159.97,1.0,1.18,3.33,-3.56
160.07,1.0,1.18,3.33,-3.53
160.17,1.0,1.21,3.33,-3.53
160.27,1.0,1.22,3.33,-3.56
160.37,1.0,1.2,3.33,-3.56
160.47,1.0,1.22,3.33,-3.53
160.56,1.0,1.21,3.33,-3.56
160.66,1.0,1.25,3.33,-3.53
160.76,1.0,1.14,3.33,-3.56
160.86,1.0,1.13,3.33,-3.56
160.96,1.0,1.12,3.33,-3.56
161.06,1.0,1.11,3.33,-3.53
161.16,1.0,1.09,3.33,-3.56
161.25,1.0,1.08,3.33,-3.53
161.35,1.0,1.07,3.33,-3.56
161.45,1.0,1.07,3.33,-3.53
161.55,1.0,1.07,3.33,-3.53
161.65,1.0,1.04,3.33,-3.56
161.75,1.0,1.02,3.33,-3.53
161.85,1.0,1.02,3.33,-3.53
161.94,1.0,1.0,3.33,-3.53
162.04,1.0,1.0,3.33,-3.53
194.27,1.0,1.02,3.33,-3.53
194.37,1.0,1.03,3.33,-3.56
194.47,1.0,1.02,3.33,-3.53
194.57,1.0,1.02,3.33,-3.53
194.66,1.0,1.03,3.33,-3.53
194.76,1.0,1.02,3.33,-3.53
194.86,1.0,1.03,3.33,-3.56
194.96,1.0,1.03,3.33,-3.53
195.06,1.0,1.02,3.33,-3.56
195.16,1.0,1.03,3.33,-3.53
195.26,1.0,1.03,3.33,-3.56
195.36,1.0,1.03,3.33,-3.53
195.45,1.0,1.02,3.33,-3.56
195.55,1.0,1.03,3.33,-3.53
195.65,1.0,1.03,3.33,-3.53
195.75,1.0,1.04,3.33,-3.53
195.85,1.0,1.04,3.33,-3.56
195.95,1.0,1.04,3.33,-3.53
196.05,1.0,1.04,3.33,-3.56
196.14,1.0,1.03,3.33,-3.53
196.24,1.0,1.03,3.33,-3.56
196.34,1.0,1.02,3.33,-3.53
196.44,1.0,1.06,3.33,-3.53
196.54,1.0,1.04,3.33,-3.53
196.64,1.0,1.07,3.33,-3.53
196.74,1.0,1.05,3.33,-3.53
196.83,1.0,1.07,3.33,-3.53
196.93,1.0,1.06,3.33,-3.53
197.03,1.0,1.07,3.33,-3.56
197.13,1.0,1.07,3.33,-3.53
197.23,1.0,1.07,3.33,-3.53
197.33,1.0,1.09,3.33,-3.51
197.42,1.0,1.06,3.33,-3.53
197.52,1.0,1.08,3.33,-3.53
197.62,1.0,1.05,3.33,-3.53
197.72,1.0,1.06,3.33,-3.53
197.82,1.0,1.05,3.33,-3.51
197.92,1.0,1.05,3.33,-3.53
198.02,1.0,1.06,3.33,-3.51
198.11,1.0,1.05,3.33,-3.53
198.21,1.0,1.05,3.33,-3.53
198.31,1.0,1.04,3.33,-3.51
198.41,1.0,1.04,3.33,-3.53
198.51,1.0,1.02,3.33,-3.51
198.61,1.0,1.01,3.33,-3.51
198.71,1.0,1.03,3.33,-3.53
198.81,1.0,1.02,3.33,-3.53
198.9,1.0,1.03,3.33,-3.53
199.0,1.0,1.0,3.33,-3.51
199.1,1.0,1.03,3.33,-3.53
199.2,1.0,1.01,3.33,-3.51
199.3,1.0,1.02,3.33,-3.53
199.4,1.0,1.0,3.33,-3.51
199.5,1.0,1.03,3.33,-3.53
199.59,1.0,1.03,3.33,-3.53
199.69,1.0,1.01,3.33,-3.51
199.79,1.0,1.0,3.33,-3.51
199.89,1.0,1.0,3.33,-3.51
199.99,1.0,1.01,3.33,-3.51
200.09,1.0,1.0,3.33,-3.53
200.18,1.0,1.0,3.33,-3.53
200.28,1.0,0.99,3.33,-3.51
200.38,1.0,1.0,3.33,-3.53
200.48,1.0,0.98,3.33,-3.53
200.58,1.0,0.98,3.33,-3.51
200.68,1.0,0.99,3.33,-3.53
200.78,1.0,0.99,3.33,-3.51
200.87,1.0,1.0,3.33,-3.53
200.97,1.0,1.0,3.33,-3.51
201.07,1.0,1.0,3.33,-3.53
201.17,1.0,1.0,3.33,-3.53
201.27,1.0,1.0,3.33,-3.51
201.37,1.0,1.0,3.33,-3.53
201.47,1.0,1.01,3.33,-3.51
201.56,1.0,1.03,3.33,-3.53
201.66,1.0,1.02,3.33,-3.53
201.76,1.0,1.02,3.33,-3.53
201.86,1.0,1.01,3.33,-3.53
201.96,1.0,1.01,3.33,-3.53
202.06,1.0,1.01,3.33,-3.53
202.16,1.0,1.01,3.33,-3.53
202.26,1.0,1.01,3.33,-3.51
202.35,1.0,1.01,3.33,-3.53
202.45,1.0,1.01,3.33,-3.51
202.55,1.0,1.01,3.33,-3.53
202.65,1.0,1.01,3.33,-3.53
202.75,1.0,1.02,3.33,-3.53
202.85,1.0,1.02,3.33,-3.53
202.95,1.0,1.03,3.33,-3.53
203.04,1.0,1.03,3.33,-3.53
203.14,1.0,1.04,3.33,-3.53
203.24,1.0,1.03,3.33,-3.51
203.34,1.0,1.04,3.33,-3.53
203.44,1.0,1.03,3.33,-3.51
203.53,1.0,1.05,3.33,-3.53
203.63,1.0,1.04,3.33,-3.53
203.73,1.0,1.04,3.33,-3.53
203.83,1.0,1.03,3.33,-3.51
203.93,1.0,1.03,3.33,-3.53
204.03,1.0,1.03,3.33,-3.53
204.13,1.0,1.01,3.33,-3.51
204.23,1.0,1.02,3.33,-3.53
204.32,1.0,1.01,3.33,-3.53
204.42,1.0,1.02,3.33,-3.53
204.52,1.0,1.0,3.33,-3.53
204.62,1.0,1.02,3.33,-3.53
204.72,1.0,1.01,3.33,-3.51
204.82,1.0,1.03,3.33,-3.53
204.92,1.0,1.02,3.33,-3.51
205.01,1.0,1.03,3.33,-3.53
205.11,1.0,1.03,3.33,-3.53
205.21,1.0,1.05,3.33,-3.53
205.31,1.0,1.05,3.33,-3.51
205.41,1.0,1.08,3.33,-3.51
205.51,1.0,1.09,3.33,-3.51
205.61,1.0,1.7,3.33,-3.51
205.71,1.0,1.7,3.33,-3.51
205.8,1.0,1.72,3.33,-3.51
205.9,1.0,1.72,3.33,-3.51
206.0,1.0,1.73,3.33,-3.53
206.1,1.0,1.72,3.33,-3.51
206.2,1.0,1.7,3.33,-3.53
206.3,1.0,1.7,3.33,-3.53
206.39,1.0,1.65,3.33,-3.53
206.49,1.0,1.69,3.33,-3.51
206.59,1.0,1.05,3.33,-3.53
206.69,1.0,1.06,3.33,-3.53
206.79,1.0,1.02,3.33,-3.51
206.89,1.0,1.02,3.33,-3.51
206.98,1.0,1.37,3.33,-3.51
207.08,1.0,1.37,3.33,-3.51
207.18,1.0,1.37,3.33,-3.53
207.28,1.0,1.37,3.33,-3.53
207.38,1.0,1.37,3.33,-3.53
207.48,1.0,1.35,3.33,-3.53
207.58,1.0,1.34,3.33,-3.53
207.68,1.0,1.33,3.33,-3.53
207.77,1.0,1.34,3.33,-3.53
207.87,1.0,1.35,3.33,-3.51
207.97,1.0,0.98,3.33,-3.51
208.07,1.0,1.0,3.33,-3.53
208.17,1.0,0.99,3.33,-3.51
208.27,1.0,0.99,3.33,-3.51
208.37,1.0,1.0,3.33,-3.51
208.46,1.0,0.99,3.33,-3.48
208.56,1.0,0.99,3.33,-3.51
208.66,1.0,1.0,3.33,-3.48
208.76,1.0,0.99,3.33,-3.51
208.86,1.0,1.0,3.33,-3.51
208.96,1.0,1.0,3.33,-3.51
209.06,1.0,0.99,3.33,-3.53
209.15,1.0,1.0,3.33,-3.53
209.25,1.0,0.98,3.33,-3.51
209.35,1.0,0.99,3.33,-3.53
209.45,1.0,1.0,3.33,-3.51
209.55,1.0,0.99,3.33,-3.51
209.65,1.0,1.0,3.33,-3.51
209.74,1.0,1.0,3.33,-3.51
209.84,1.0,1.0,3.33,-3.51
209.94,1.0,1.0,3.33,-3.51
210.04,1.0,1.0,3.33,-3.51
210.14,1.0,1.0,3.33,-3.51
210.24,1.0,1.01,3.33,-3.51
210.34,1.0,1.01,3.33,-3.53
210.43,1.0,1.02,3.33,-3.53
210.53,1.0,1.02,3.33,-3.53
210.63,1.0,1.03,3.33,-3.53
210.73,1.0,1.03,3.33,-3.56
210.83,1.0,1.05,3.33,-3.53
210.93,1.0,1.04,3.33,-3.53
211.03,1.0,1.05,3.33,-3.56
211.13,1.0,1.04,3.33,-3.53
211.22,1.0,1.03,3.33,-3.56
211.32,1.0,1.04,3.33,-3.53
211.42,1.0,1.04,3.33,-3.56
211.52,1.0,1.05,3.33,-3.56
211.62,1.0,1.02,3.33,-3.56
211.72,1.0,1.05,3.33,-3.56
211.82,1.0,1.03,3.33,-3.56
211.91,1.0,1.04,3.33,-3.56
212.01,1.0,1.03,3.33,-3.56
212.11,1.0,1.04,3.33,-3.56
212.21,1.0,1.07,3.33,-3.56
212.31,1.0,1.05,3.33,-3.56
212.41,1.0,1.05,3.33,-3.56
212.51,1.0,1.04,3.33,-3.56
212.6,1.0,1.07,3.33,-3.56
212.7,1.0,1.05,3.33,-3.58
212.8,1.0,1.05,3.33,-3.58
212.9,1.0,1.04,3.33,-3.56
213.0,1.0,1.05,3.33,-3.58
213.1,1.0,1.05,3.33,-3.58
213.19,1.0,1.03,3.33,-3.58
213.29,1.0,1.03,3.33,-3.58
213.39,1.0,1.04,3.33,-3.58
213.49,1.0,1.04,3.33,-3.53
213.59,1.0,1.02,3.33,-3.56
213.69,1.0,1.03,3.33,-3.56
213.79,1.0,1.02,3.33,-3.53
213.88,1.0,1.03,3.33,-3.53
213.98,1.0,1.04,3.33,-3.56
